Brand,Model,Year Made,Imported Year,Price,Odometer,Мотор багтаамж,Хурдны хайрцаг,Хүрд,Төрөл,Өнгө,Үйлдвэрлэсэн он,Орж ирсэн он,Хөдөлгүүр,Дотор өнгө,Лизинг,Хөтлөгч,Нөхцөл,Хаалга
Toyota,Highlander,2014,2019,60 сая ₮,200,3.5 л,Автомат,Зөв,Жийп,Бусад,2014,2019,Бензин,Хар,гүй,Бүх дугуй 4WD,Дугаар авсан,4
Hyundai,Azera,2012,2012,16 сая ₮,120,2.4 л,Автомат,Зөв,Суудлын тэрэг,Хар,2012,2012,Бензин,Шаргал,гүй,Урдаа FWD,Дугаар авсан,5
Toyota,Prius 30,2009,2024,2 сая ₮,170000,1.8 л,Автомат,Буруу,Суудлын тэрэг,Саарал,2009,2024,Хайбрид,Саарал,ББСБ лизингтэй,Урдаа FWD,Дугаар аваагүй,5
Lexus,Бусад,2016,2017,235 сая ₮,150000,5.5 л,Автомат,Зөв,Жийп,Хар,2016,2017,Бензин,Бусад,ББСБ лизингтэй,Бүх дугуй 4WD,Дугаар авсан,5
BMW,5-сери,2016,2024,76 сая ₮,115000,2.0 л,Автомат,Буруу,Суудлын тэрэг,Цагаан,2016,2024,Бензин,Хар,Банкны лизингтэй,Хойноо RWD,Дугаар аваагүй,5
Toyota,Vellfire,2012,2024,58 сая ₮,137000,2.4 л,Автомат,Буруу,Гэр бүлийн,Цайвар цэнхэр,2012,2024,Хайбрид,Шаргал,ББСБ лизингтэй,Бүх дугуй 4WD,Дугаар авсан,5
Toyota,Harrier,2016,2024,5 сая ₮,73000,2.5 л,Автомат,Буруу,Жийп,Бор,2016,2024,Хайбрид,Бор,Банкны лизингтэй,Бүх дугуй 4WD,Дугаар аваагүй,5
Toyota,Harrier,2014,2021,59 сая ₮,214000,2.4 л,Автомат,Буруу,Жийп,Сувдан цагаан,2014,2021,Хайбрид,Бор,Банкны лизингтэй,Бүх дугуй 4WD,Дугаар авсан,5
Lexus,HS,2010,2022,29 сая ₮,135000,2.4 л,Автомат,Буруу,Суудлын тэрэг,Хар,2010,2022,Хайбрид,Хар,гүй,Урдаа FWD,Дугаар авсан,5
Toyota,Camry,2019,2024,80 сая ₮,72000,2.4 л,Автомат,Зөв,Суудлын тэрэг,Бор,2019,2024,Хайбрид,Хар,ББСБ лизингтэй,Урдаа FWD,Дугаар аваагүй,5
Toyota,Land cruiser Prado 120,2003,2012,38 сая ₮,160000,3.4 л,Автомат,Буруу,Жийп,Хөх,2003,2012,Бензин,Хар,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Suzuki,Jimny,2023,2023,72 сая ₮,8800,1.5 л,Автомат,Зөв,Жийп,Хар саарал,2023,2023,Бензин,Хар,гүй,Бүх дугуй 4WD,Дугаар авсан,3
Toyota,Estima,2006,2023,18 сая ₮,120000,2.4 л,Автомат,Буруу,Гэр бүлийн,Саарал,2006,2023,Хайбрид,Шаргал,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Toyota,Land Cruiser 300,2021,2022,250 сая ₮,22900,3.9 л,Автомат,Зөв,Жийп,Сувдан цагаан,2021,2022,Бензин,Саарал,гүй,Бүх дугуй 4WD,Дугаар авсан,4
Toyota,Highlander,2008,2022,50 сая ₮,183000,3.3 л,Автомат,Зөв,Жийп,Саарал,2008,2022,Бензин,Саарал,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Toyota,Vellfire,2013,2024,42 сая ₮,128000,2.4 л,Автомат,Буруу,Гэр бүлийн,Хар,2013,2024,Бензин,Хар,Банкны лизингтэй,Урдаа FWD,Дугаар аваагүй,5
Nissan,Serena,2012,2021,5 сая ₮,203672,1.9 л,Автомат,Буруу,Гэр бүлийн,Хар,2012,2021,Бензин,Шаргал,гүй,Урдаа FWD,Дугаар авсан,5
Geely,Tugella,2022,2022,99 сая ₮,7777,2.0 л,Автомат,Зөв,Жийп,Цагаан,2022,2022,Бензин,Хар,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Mercedes-Benz,Бусад,2023,2024,199 сая ₮,9100,Цахилгаан,Автомат,Зөв,Жийп,Бор,2023,2024,Цахилгаан,Хар,гүй,Бүх дугуй 4WD,Дугаар аваагүй,5
Toyota,4Runner,2019,2021,155 сая ₮,41000,4.0 л,Автомат,Зөв,Жийп,Улаан,2019,2021,Бензин,Саарал,ББСБ лизингтэй,Бүх дугуй 4WD,Дугаар авсан,5
Suzuki,Jimny,2022,2022,75 сая ₮,19000,1.5 л,Автомат,Зөв,Жийп,Цэнхэр,2022,2022,Бензин,Бусад,ББСБ лизингтэй,Бүх дугуй 4WD,Дугаар авсан,3
Toyota,Harrier,2018,2024,70 сая ₮,100000,2.0 л,Автомат,Буруу,Жийп,Ягаан,2018,2024,Бензин,Хар,Банкны лизингтэй,Бүх дугуй 4WD,Дугаар аваагүй,5
Suzuki,Escudo,2013,2022,31 сая ₮,100000,2.4 л,Автомат,Буруу,Жийп,Бусад,2013,2022,Бензин,Бусад,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Subaru,Impreza,2012,2020,8 сая ₮,200000,1.5 л,Автомат,Буруу,Суудлын тэрэг,Сувдан цагаан,2012,2020,Бензин,Саарал,гүй,Урдаа FWD,Дугаар авсан,5
Toyota,Land Cruiser Prado,2022,2024,155 сая ₮,0,2.7 л,Автомат,Буруу,Жийп,Сувдан цагаан,2022,2024,Бензин,Шаргал,ББСБ лизингтэй,Бүх дугуй 4WD,Дугаар аваагүй,5
Toyota,Raum,2004,2012,4 сая ₮,99999,1.5 л,Автомат,Буруу,Суудлын тэрэг,Ногоон,2004,2012,Бензин,Шаргал,гүй,Урдаа FWD,Дугаар авсан,4
Toyota,Land cruiser Prado 150,2016,2024,104 сая ₮,129000,2.8 л,Автомат,Буруу,Жийп,Саарал,2016,2024,Дизель,Хар,гүй,Бүх дугуй 4WD,Дугаар аваагүй,5
Toyota,Camry,2018,2024,78 сая ₮,67000,2.4 л,Автомат,Зөв,Суудлын тэрэг,Улаан,2018,2024,Хайбрид,Шаргал,ББСБ лизингтэй,Урдаа FWD,Дугаар авсан,4
SsangYong,Korando,2012,2023,23 сая ₮,230000,2.0 л,Автомат,Зөв,Жийп,Ногоон,2012,2023,Дизель,Хар,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Hyundai,Starex,2015,2024,40 сая ₮,128000,2.5 л,Автомат,Зөв,Гэр бүлийн,Саарал,2015,2024,Дизель,Хар,ББСБ лизингтэй,Бүх дугуй 4WD,Дугаар аваагүй,5
Lexus,RX,2011,2019,55 сая ₮,12,3.5 л,Автомат,Зөв,Жийп,Цагаан,2011,2019,Бензин,Шаргал,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Changan,CS,2023,2024,76 сая ₮,1500,1.5 л,Автомат,Зөв,Жийп,Цагаан,2023,2024,Бензин,Шаргал,Банкны лизингтэй,Урдаа FWD,Дугаар аваагүй,5
Changan,CS,2023,2024,65 сая ₮,1400,1.5 л,Автомат,Зөв,Жийп,Хар саарал,2023,2024,Бензин,Хар,Банкны лизингтэй,Урдаа FWD,Дугаар аваагүй,5
Toyota,Prius 20,2006,2019,4 сая ₮,228000,1.5 л,Автомат,Буруу,Суудлын тэрэг,Сувдан цагаан,2006,2019,Бензин,Саарал,гүй,Урдаа FWD,Дугаар авсан,5
Mercedes-Benz,G-Class,2020,2020,460 сая ₮,16000,4.8 л,Автомат,Зөв,Жийп,Хар,2020,2020,Бензин,Хар,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Toyota,Land Cruiser 100,2005,2012,39 сая ₮,230000,4.2 л,Автомат,Зөв,Жийп,Хар саарал,2005,2012,Дизель,Саарал,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Lexus,RX,2010,2016,45 сая ₮,176000,3.5 л,Автомат,Буруу,Жийп,Хар,2010,2016,Хайбрид,Хар,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Lexus,CT,2011,2021,19 сая ₮,190000,1.7 л,Автомат,Буруу,Суудлын тэрэг,Саарал,2011,2021,Хайбрид,Хар,гүй,Хойноо RWD,Дугаар авсан,4
Lexus,GX,2008,2010,58 сая ₮,150000,4.7 л,Автомат,Зөв,Жийп,Цэнхэр,2008,2010,Бензин,Шаргал,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Mercedes-Benz,GLA-Class,2014,2014,53 сая ₮,100000,2.5 л,Автомат,Зөв,Суудлын тэрэг,Сувдан цагаан,2014,2014,Бензин,Цагаан шар,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Ford,Everest,2020,2024,115 сая ₮,2800,2.0 л,Автомат,Буруу,Жийп,Хар саарал,2020,2024,Дизель,Хар,гүй,Бүх дугуй 4WD,Дугаар аваагүй,5
Subaru,XV Crosstrek,2013,2024,8 сая ₮,119000,2.0 л,Автомат,Буруу,Жийп,Хар,2013,2024,Хайбрид,Хар,Банкны лизингтэй,Бүх дугуй 4WD,Дугаар аваагүй,5
Toyota,FJ Cruiser,2015,2024,8 сая ₮,114000,4.0 л,Автомат,Буруу,Жийп,Хар,2015,2024,Бензин,Хар,Банкны лизингтэй,Бүх дугуй 4WD,Дугаар аваагүй,5
Toyota,Prius 20,2007,2015,12 сая ₮,221000,1.5 л,Автомат,Буруу,Суудлын тэрэг,Шар,2007,2015,Хайбрид,Саарал,ББСБ лизингтэй,Урдаа FWD,Дугаар авсан,4
Toyota,RAV4,2009,2012,5 сая ₮,120000,2.4 л,Автомат,Зөв,Суудлын тэрэг,Бор,2009,2012,Бензин,Бор,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Toyota,RAV4,2020,2022,78 сая ₮,38000,2.0 л,Автомат,Буруу,Суудлын тэрэг,Цэнхэр,2020,2022,Бензин,Хар,гүй,Урдаа FWD,Дугаар авсан,2
Lexus,RX,2012,2022,65 сая ₮,121804,2.7 л,Автомат,Буруу,Жийп,Сувдан цагаан,2012,2022,Бензин,Хар,гүй,Урдаа FWD,Дугаар авсан,5
Hyundai,Starex,2019,2024,78 сая ₮,65000,2.4 л,Автомат,Зөв,Гэр бүлийн,Саарал,2019,2024,Дизель,Саарал,ББСБ лизингтэй,Бүх дугуй 4WD,Дугаар аваагүй,5
Toyota,Land Cruiser 200,2018,2018,149 сая ₮,160,4.2 л,Автомат,Зөв,Жийп,Хар,2018,2018,Дизель,Шаргал,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Nissan,Note,2009,2019,6 сая ₮,99999,1.5 л,Автомат,Буруу,Суудлын тэрэг,Саарал,2009,2019,Бензин,Хар,гүй,Урдаа FWD,Дугаар авсан,4
Mitsubishi,RVR,2013,2019,20 сая ₮,220000,1.8 л,Автомат,Буруу,Суудлын тэрэг,Цагаан,2013,2019,Бензин,Хар,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Mitsubishi,Pajero,2005,2024,5 сая ₮,202,0.6 л,Автомат,Буруу,Жийп,Хар,2005,2024,Бензин,Саарал,ББСБ лизингтэй,Бүх дугуй 4WD,Дугаар аваагүй,3
Nissan,Navara,2007,2013,13 сая ₮,1111,2.5 л,Механик,Зөв,Жийп,Хар,2007,2013,Дизель,Саарал,гүй,Бүх дугуй 4WD,Дугаар авсан,4
Mercedes-Benz,Бусад,2016,2020,320 сая ₮,44000,0.8 л,Автомат,Зөв,Суудлын тэрэг,Цагаан,2016,2020,Бензин,Бусад,гүй,Хойноо RWD,Дугаар авсан,2
Jeep,Wrangler,2019,2020,190 сая ₮,65000,2.0 л,Автомат,Зөв,Жийп,Улаан,2019,2020,Бензин,Хар,гүй,Хойноо RWD,Дугаар авсан,5
Toyota,Crown,2013,2019,27 сая ₮,200,2.5 л,Автомат,Буруу,Суудлын тэрэг,Цэнхэр,2013,2019,Бензин,Бусад,ББСБ лизингтэй,Бүх дугуй 4WD,Дугаар авсан,4
BYD,Бусад,2024,2024,110 сая ₮,0,2.0 л,Автомат,Зөв,Жийп,Хар,2024,2024,Бензин,Хар,ББСБ лизингтэй,Бүх дугуй 4WD,00 гүйлттэй,5
Hyundai,Бусад,2006,2013,22 сая ₮,127000,3.3 л,Автомат,Буруу,Гэр бүлийн,Саарал,2006,2013,Хайбрид,Шаргал,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Audi,Бусад,2011,2020,28 сая ₮,128000,2.0 л,Автомат,Буруу,Суудлын тэрэг,Цэнхэр,2011,2020,Бензин,Шаргал,гүй,Бүх дугуй 4WD,Дугаар авсан,4
Toyota,Land Cruiser 100,2001,2010,27 сая ₮,267222,4.7 л,Автомат,Буруу,Жийп,Цагаан,2001,2010,Бензин,Цагаан шар,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Hyundai,Genesis,2016,2022,60 сая ₮,110000,3.4 л,Автомат,Зөв,Суудлын тэрэг,Хар,2016,2022,Бензин,Хар,гүй,Хойноо RWD,Дугаар авсан,5
Hyundai,Starex,2013,2024,27 сая ₮,1700000,2.4 л,Автомат,Зөв,Гэр бүлийн,Саарал,2013,2024,Дизель,Саарал,гүй,Хойноо RWD,Дугаар аваагүй,5
Toyota,Crown,2016,2023,53 сая ₮,106000,3.5 л,Автомат,Буруу,Суудлын тэрэг,Хар,2016,2023,Бензин,Хар,ББСБ лизингтэй,Хойноо RWD,Дугаар авсан,4
Jeep,Бусад,2014,2022,5 сая ₮,142000,2.0 л,Автомат,Буруу,Жийп,Цагаан,2014,2022,Бензин,Хар,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Hyundai,Sonata,2010,2014,5 сая ₮,111111,2.0 л,Автомат,Зөв,Суудлын тэрэг,Хар,2010,2014,Газ,Саарал,гүй,Урдаа FWD,Дугаар авсан,4
Lexus,HS,2015,2023,43 сая ₮,100000,2.5 л,Автомат,Буруу,Суудлын тэрэг,Хар,2015,2023,Бензин,Хар,ББСБ лизингтэй,Урдаа FWD,Дугаар авсан,5
Lexus,RX,2017,2024,130 сая ₮,90000,3.5 л,Автомат,Зөв,Жийп,Хар,2017,2024,Хайбрид,Бусад,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Lexus,GX,2019,2021,230 сая ₮,48800,4.6 л,Автомат,Зөв,Суудлын тэрэг,Саарал,2019,2021,Бензин,Саарал,Банкны лизингтэй,Бүх дугуй 4WD,Дугаар авсан,5
Subaru,Forester,2020,2024,60 сая ₮,80000,2.5 л,Автомат,Буруу,Жийп,Ногоон,2020,2024,Бензин,Бусад,ББСБ лизингтэй,Бүх дугуй 4WD,Дугаар аваагүй,5
Toyota,Crown,2016,2023,47 сая ₮,133000,3.5 л,Автомат,Буруу,Суудлын тэрэг,Хөх,2016,2023,Хайбрид,Шаргал,ББСБ лизингтэй,Хойноо RWD,Дугаар авсан,5
Toyota,Hilux,2006,2022,55 сая ₮,200000,2.7 л,Автомат,Буруу,Жийп,Хар,2006,2022,Бензин,Саарал,ББСБ лизингтэй,Бүх дугуй 4WD,Дугаар авсан,4
Toyota,Crown,2016,2023,55 сая ₮,190000,2.5 л,Автомат,Буруу,Суудлын тэрэг,Сувдан цагаан,2016,2023,Хайбрид,Хар,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Subaru,Forester,2015,2024,42 сая ₮,112000,2.0 л,Автомат,Буруу,Суудлын тэрэг,Сувдан цагаан,2015,2024,Бензин,Хар,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Mercedes-Benz,GL-Class,2007,2008,35 сая ₮,105000,4.7 л,Автомат,Зөв,Жийп,Бусад,2007,2008,Бензин,Саарал,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Toyota,Tacoma,2017,2021,129 сая ₮,170,3.5 л,Автомат,Зөв,Жийп,Хар саарал,2017,2021,Бензин,Хар,ББСБ лизингтэй,Бүх дугуй 4WD,Дугаар авсан,4
Toyota,Prius 41,2012,2024,30 сая ₮,181000,1.8 л,Автомат,Буруу,Суудлын тэрэг,Хар,2012,2024,Хайбрид,Саарал,гүй,Урдаа FWD,Дугаар аваагүй,5
Toyota,Fielder,2014,2021,16 сая ₮,200000,1.5 л,Автомат,Буруу,Суудлын тэрэг,Сувдан цагаан,2014,2021,Хайбрид,Хар,гүй,Урдаа FWD,Дугаар авсан,3
Toyota,RAV4,2019,2024,85 сая ₮,124000,2.5 л,Автомат,Буруу,Жийп,Сувдан цагаан,2019,2024,Хайбрид,Хар,ББСБ лизингтэй,Бүх дугуй 4WD,Дугаар аваагүй,5
Toyota,Land Cruiser 300,2023,2023,305 сая ₮,15000,3.5 л,Автомат,Зөв,Жийп,Бусад,2023,2023,Бензин,Шаргал,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Toyota,Land Cruiser 200,2017,2017,195 сая ₮,102000,4.5 л,Автомат,Зөв,Жийп,Хар,2017,2017,Дизель,Бор,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Renault,Бусад,2018,2018,45 сая ₮,69000,1.9 л,Автомат,Зөв,Жийп,Ногоон,2018,2018,Бензин,Хар,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Toyota,Land Cruiser 300,2024,2024,260 сая ₮,0,4.0 л,Автомат,Зөв,Жийп,Хар саарал,2024,2024,Бензин,Цагаан шар,ББСБ лизингтэй,Бүх дугуй 4WD,00 гүйлттэй,5
Mercedes-Benz,Бусад,2015,2024,58 сая ₮,168000,3.5 л,Автомат,Буруу,Жийп,Хөх,2015,2024,Бензин,Саарал,ББСБ лизингтэй,Бүх дугуй 4WD,Дугаар аваагүй,5
Suzuki,Бусад,2017,2024,5 сая ₮,54700,1.2 л,Автомат,Буруу,Суудлын тэрэг,Цайвар цэнхэр,2017,2024,Бензин,Хар,гүй,Урдаа FWD,Дугаар аваагүй,5
Toyota,Land Cruiser Prado,2011,2023,89 сая ₮,90000,2.7 л,Автомат,Буруу,Жийп,Хар,2011,2023,Бензин,Хар,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Hyundai,County,1999,2015,45 сая ₮,220000,4.5 л,Автомат,Зөв,Гэр бүлийн,Улаан,1999,2015,Дизель,Шаргал,ББСБ лизингтэй,Хойноо RWD,Дугаар авсан,4
Toyota,Camry,2013,2023,5 сая ₮,230000,2.4 л,Автомат,Буруу,Суудлын тэрэг,Хар,2013,2023,Бензин,Хар,гүй,Урдаа FWD,Дугаар авсан,4
BMW,X1,2010,2020,17 сая ₮,250000,3.0 л,Автомат,Буруу,Жийп,Улаан,2010,2020,Бензин,Хар,гүй,Хойноо RWD,Дугаар авсан,5
