Brand,Model,Year Made,Imported Year,Price,Odometer,Мотор багтаамж,Хурдны хайрцаг,Хүрд,Төрөл,Өнгө,Үйлдвэрлэсэн он,Орж ирсэн он,Хөдөлгүүр,Дотор өнгө,Лизинг,Хөтлөгч,Нөхцөл,Хаалга
Lexus,RX,2017,2024,145 сая ₮,135000,3.5 л,Автомат,Зөв,Жийп,Сувдан цагаан,2017,2024,Хайбрид,Саарал,Банкны лизингтэй,Бүх дугуй 4WD,Дугаар аваагүй,5
Nissan,Skyline,2016,2024,37 сая ₮,190000,2.0 л,Автомат,Буруу,Суудлын тэрэг,Хар,2016,2024,Бензин,Хар,гүй,Бүх дугуй 4WD,Дугаар авсан,4
Toyota,Vitz,2008,2014,4 сая ₮,200000,1.3 л,Автомат,Буруу,Суудлын тэрэг,Хар,2008,2014,Бензин,Шаргал,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Toyota,Aqua,2015,2020,13 сая ₮,156337,1.5 л,Автомат,Буруу,Суудлын тэрэг,Цагаан,2015,2020,Бензин,Хар,гүй,Урдаа FWD,Дугаар авсан,4
Toyota,Land cruiser Prado 150,2023,2024,138 сая ₮,15000,2.7 л,Автомат,Зөв,Жийп,Цагаан,2023,2024,Бензин,Саарал,ББСБ лизингтэй,Бүх дугуй 4WD,Дугаар аваагүй,5
Toyota,Aqua,2012,2018,8 сая ₮,200000,1.5 л,Автомат,Буруу,Суудлын тэрэг,Саарал,2012,2018,Бензин,Саарал,ББСБ лизингтэй,Урдаа FWD,Дугаар авсан,5
Toyota,Fielder,2014,2019,5 сая ₮,25000,1.5 л,Автомат,Зөв,Суудлын тэрэг,Саарал,2014,2019,Хайбрид,Хар,гүй,Урдаа FWD,Дугаар авсан,4
Toyota,Crown,2018,2024,62 сая ₮,91000,2.5 л,Автомат,Буруу,Суудлын тэрэг,Сувдан цагаан,2018,2024,Хайбрид,Хар,ББСБ лизингтэй,Хойноо RWD,Дугаар авсан,4
Toyota,Prius 30,2009,2018,16 сая ₮,200000,1.8 л,Автомат,Буруу,Суудлын тэрэг,Саарал,2009,2018,Хайбрид,Хар,гүй,Урдаа FWD,Дугаар авсан,4
Toyota,Prius 30,2013,2022,22 сая ₮,123456789,1.8 л,Автомат,Буруу,Суудлын тэрэг,Ногоон,2013,2022,Хайбрид,Шаргал,гүй,Урдаа FWD,Дугаар авсан,4
Toyota,Passo,2009,2019,5 сая ₮,160000,1.0 л,Автомат,Буруу,Суудлын тэрэг,Улаан,2009,2019,Бензин,Бусад,гүй,Урдаа FWD,Дугаар авсан,4
Toyota,Prius 20,2009,2015,8 сая ₮,290000,1.5 л,Автомат,Буруу,Суудлын тэрэг,Саарал,2009,2015,Бензин,Хар,гүй,Урдаа FWD,Дугаар авсан,5
Mitsubishi,Delica,2010,2023,30 сая ₮,1100000,2.3 л,Автомат,Буруу,Гэр бүлийн,Цагаан,2010,2023,Бензин,Цагаан шар,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Toyota,Fielder,2015,2021,5 сая ₮,218000,1.5 л,Автомат,Буруу,Суудлын тэрэг,Саарал,2015,2021,Бензин,Хар,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Toyota,Land Cruiser 105,2005,2005,50 сая ₮,150,4.5 л,Механик,Зөв,Жийп,Хар,2005,2005,Бензин,Хар,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Toyota,Crown,2008,2022,5 сая ₮,1100,3.5 л,Автомат,Буруу,Суудлын тэрэг,Хар,2008,2022,Хайбрид,Бусад,гүй,Хойноо RWD,Дугаар авсан,4
Toyota,Harrier,2005,2015,3 сая ₮,250000,3.3 л,Автомат,Буруу,Жийп,Саарал,2005,2015,Хайбрид,Хар,гүй,Урдаа FWD,Дугаар авсан,5
Nissan,Leaf,2019,2024,55 сая ₮,74000,0.8 л,Автомат,Буруу,Суудлын тэрэг,Цагаан,2019,2024,Цахилгаан,Хар,Банкны лизингтэй,Урдаа FWD,Дугаар аваагүй,5
Toyota,Camry,2014,2020,28 сая ₮,171,2.5 л,Автомат,Буруу,Суудлын тэрэг,Саарал,2014,2020,Хайбрид,Саарал,гүй,Урдаа FWD,Дугаар авсан,5
Toyota,Camry,2015,2023,35 сая ₮,176094,2.5 л,Автомат,Буруу,Суудлын тэрэг,Хар,2015,2023,Хайбрид,Хар,ББСБ лизингтэй,Бүх дугуй 4WD,Дугаар авсан,5
Nissan,Leaf,2019,2024,55 сая ₮,74000,0.8 л,Автомат,Буруу,Суудлын тэрэг,Сувдан цагаан,2019,2024,Цахилгаан,Хар,Банкны лизингтэй,Урдаа FWD,Дугаар аваагүй,5
Honda,CR-Z,2010,2019,9 сая ₮,123000,1.5 л,Автомат,Буруу,Суудлын тэрэг,Цагаан,2010,2019,Бензин,Саарал,гүй,Урдаа FWD,Дугаар авсан,2
Toyota,Estima,2004,2017,7 сая ₮,1111111,2.4 л,Автомат,Буруу,Гэр бүлийн,Саарал,2004,2017,Бензин,Хар,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Toyota,Prius 40,2014,2023,5 сая ₮,137000,1.8 л,Автомат,Буруу,Суудлын тэрэг,Хар,2014,2023,Бензин,Хар,гүй,Урдаа FWD,Дугаар авсан,6
Lexus,RX,2013,2024,68 сая ₮,70000,3.5 л,Автомат,Буруу,Жийп,Цагаан,2013,2024,Хайбрид,Бор,ББСБ лизингтэй,Урдаа FWD,Дугаар аваагүй,5
Toyota,Aqua,2012,2022,5 сая ₮,250,1.2 л,Автомат,Буруу,Суудлын тэрэг,Цагаан,2012,2022,Бензин,Саарал,гүй,Урдаа FWD,Дугаар авсан,4
Toyota,Prius 40,2011,2022,28 сая ₮,140000,1.8 л,Автомат,Буруу,Суудлын тэрэг,Хар саарал,2011,2022,Хайбрид,Бусад,гүй,Урдаа FWD,Дугаар авсан,4
Audi,Q7,2019,2023,130 сая ₮,65800,1.9 л,Автомат,Зөв,Жийп,Саарал,2019,2023,Бензин,Саарал,ББСБ лизингтэй,Бүх дугуй 4WD,Дугаар авсан,5
Lexus,LS,2018,2023,150 сая ₮,90000,3.5 л,Автомат,Буруу,Суудлын тэрэг,Хар саарал,2018,2023,Бензин,Хар,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Toyota,Land cruiser Prado 150,2020,2024,154 сая ₮,25000,2.7 л,Автомат,Буруу,Жийп,Хар,2020,2024,Бензин,Хар,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Subaru,Forester,2003,2013,5 сая ₮,999999999,2.0 л,Автомат,Буруу,Жийп,Хар,2003,2013,Бензин,Хар,гүй,Бүх дугуй 4WD,Дугаар авсан,4
Mitsubishi,L200,2005,2019,15 сая ₮,150000,2.5 л,Механик,Буруу,Жийп,Хар,2005,2019,Дизель,Саарал,гүй,Бүх дугуй 4WD,Дугаар авсан,4
Mercedes-Benz,SL-Class,2018,2020,255 сая ₮,23000,4.0 л,Автомат,Зөв,Суудлын тэрэг,Цагаан,2018,2020,Бензин,Хар,гүй,Бүх дугуй 4WD,Дугаар авсан,4
Lexus,RX,2011,2022,60 сая ₮,150000,3.5 л,Автомат,Буруу,Жийп,Хар,2011,2022,Хайбрид,Хар,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Toyota,Prius 30,2021,2022,21 сая ₮,923,1.5 л,Автомат,Буруу,Суудлын тэрэг,Бусад,2021,2022,Хайбрид,Бусад,ББСБ лизингтэй,Бүх дугуй 4WD,Дугаар авсан,5
Toyota,Aqua,2012,2017,10 сая ₮,150000,1.5 л,Автомат,Буруу,Суудлын тэрэг,Саарал,2012,2017,Хайбрид,Хар,гүй,Урдаа FWD,Дугаар авсан,5
Toyota,Crown,2014,2024,47 сая ₮,200000,2.5 л,Автомат,Буруу,Суудлын тэрэг,Цагаан,2014,2024,Хайбрид,Хар,гүй,Бүх дугуй 4WD,Дугаар авсан,4
Toyota,Prius 30,2009,2014,10 сая ₮,280000,1.8 л,Автомат,Буруу,Суудлын тэрэг,Цагаан,2009,2014,Хайбрид,Саарал,гүй,Урдаа FWD,Дугаар авсан,5
Toyota,Prius 20,2007,2018,12 сая ₮,123456,1.5 л,Автомат,Зөв,Суудлын тэрэг,Саарал,2007,2018,Хайбрид,Хар,гүй,Урдаа FWD,Дугаар авсан,5
Toyota,Prius 30,2010,2022,5 сая ₮,120000,1.5 л,Автомат,Буруу,Суудлын тэрэг,Хар,2010,2022,Хайбрид,Хар,гүй,Урдаа FWD,Дугаар авсан,5
Toyota,Land Cruiser 200,2013,2013,120 сая ₮,180000,4.5 л,Автомат,Зөв,Жийп,Шар,2013,2013,Дизель,Цагаан шар,ББСБ лизингтэй,Бүх дугуй 4WD,Дугаар авсан,5
Toyota,Allion,2003,2012,3 сая ₮,248000,1.5 л,Автомат,Зөв,Суудлын тэрэг,Цагаан,2003,2012,Бензин,Цагаан шар,гүй,Хойноо RWD,Дугаар авсан,4
Hyundai,Sonata,2015,2023,20 сая ₮,430000,2.0 л,Автомат,Зөв,Суудлын тэрэг,Саарал,2015,2023,Газ,Хар,гүй,Урдаа FWD,Дугаар авсан,4
Lexus,HS,2009,2022,28 сая ₮,22500000,2.4 л,Автомат,Буруу,Суудлын тэрэг,Бусад,2009,2022,Хайбрид,Бусад,ББСБ лизингтэй,Урдаа FWD,Дугаар авсан,5
Toyota,Rumion,2011,2020,8 сая ₮,100,1.8 л,Автомат,Буруу,Суудлын тэрэг,Бусад,2011,2020,Бензин,Бусад,гүй,Хойноо RWD,Дугаар авсан,5
Toyota,Land cruiser Prado 150,2014,2023,96 сая ₮,103000,2.7 л,Автомат,Буруу,Жийп,Хар,2014,2023,Бензин,Хар,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Toyota,Prius 20,2009,2016,8 сая ₮,1600000,1.5 л,Автомат,Буруу,Суудлын тэрэг,Саарал,2009,2016,Хайбрид,Саарал,гүй,Урдаа FWD,Дугаар авсан,5
Toyota,Harrier,2014,2024,5 сая ₮,100000,2.5 л,Автомат,Буруу,Жийп,Бусад,2014,2024,Хайбрид,Бусад,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Subaru,Forester,2019,2020,42 сая ₮,75000,2.5 л,Автомат,Буруу,Жийп,Цагаан,2019,2020,Бензин,Хар,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Toyota,Prius 30,2010,2022,5 сая ₮,1800000,1.8 л,Автомат,Буруу,Суудлын тэрэг,Цагаан,2010,2022,Бензин,Саарал,гүй,Урдаа FWD,Дугаар авсан,5
Toyota,Probox,2019,2024,5 сая ₮,150000,1.5 л,Автомат,Буруу,Суудлын тэрэг,Саарал,2019,2024,Бензин,Саарал,ББСБ лизингтэй,Бүх дугуй 4WD,Дугаар аваагүй,5
Mitsubishi,Delica,2012,2022,6 сая ₮,120000,1.2 л,Автомат,Буруу,Гэр бүлийн,Цайвар цэнхэр,2012,2022,Бензин,Хар,Банкны лизингтэй,Урдаа FWD,Дугаар аваагүй,5
Land,Rover Defender,2020,2020,290 сая ₮,35000,2.0 л,Автомат,Зөв,Жийп,Ногоон,2020,2020,Бензин,Саарал,гүй,Хойноо RWD,Дугаар авсан,2
Toyota,Prius 30,2014,2023,26 сая ₮,113000,3.5 л,Автомат,Буруу,Суудлын тэрэг,Хар,2014,2023,Бензин,Хар,гүй,Урдаа FWD,Дугаар авсан,5
Land,Rover Range Rover,2014,2022,130 сая ₮,180000,3.5 л,Автомат,Зөв,Жийп,Саарал,2014,2022,Бензин,Хар,гүй,Бүх дугуй 4WD,Дугаар авсан,4
Toyota,Prius 20,2005,2018,13 сая ₮,270000,1.5 л,Автомат,Буруу,Суудлын тэрэг,Цагаан,2005,2018,Бензин,Саарал,гүй,Урдаа FWD,Дугаар авсан,4
Nissan,X-Trail,2006,2014,11 сая ₮,0,2.0 л,Автомат,Буруу,Гэр бүлийн,Хар,2006,2014,Бензин,Бусад,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Nissan,Advan,2013,2019,8 сая ₮,190000,2.0 л,Автомат,Буруу,Суудлын тэрэг,Цагаан,2013,2019,Бензин,Бусад,гүй,Урдаа FWD,Дугаар авсан,5
Toyota,Alphard,2016,2024,72 сая ₮,120000,2.4 л,Автомат,Буруу,Гэр бүлийн,Сувдан цагаан,2016,2024,Бензин,Цагаан шар,гүй,Урдаа FWD,Дугаар аваагүй,5
Subaru,Forester,2015,2023,40 сая ₮,200000,2.0 л,Автомат,Буруу,Жийп,Бусад,2015,2023,Бензин,Хар,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Kia,Cadenza/K7,2016,2024,26 сая ₮,150000,3.0 л,Автомат,Зөв,Суудлын тэрэг,Саарал,2016,2024,Газ,Саарал,гүй,Урдаа FWD,Дугаар аваагүй,5
Geely,Tugella,2022,2022,90 сая ₮,12000,2.0 л,Автомат,Зөв,Жийп,Хар,2022,2022,Бензин,Хар,Банкны лизингтэй,Бүх дугуй 4WD,Дугаар авсан,5
Toyota,Tacoma,2016,2021,108 сая ₮,120000,3.5 л,Автомат,Зөв,Жийп,Цагаан,2016,2021,Бензин,Хар,гүй,Бүх дугуй 4WD,Дугаар авсан,4
Mazda,626 Capella,2008,2021,10 сая ₮,2500000,1.8 л,Автомат,Буруу,Гэр бүлийн,Цагаан,2008,2021,Бензин,Бусад,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Toyota,Kluger,2013,2019,52 сая ₮,101000,3.0 л,Автомат,Буруу,Жийп,Хар,2013,2019,Бензин,Хар,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Hyundai,Sonata,2015,2022,5 сая ₮,101375,2.0 л,Автомат,Зөв,Суудлын тэрэг,Цагаан,2015,2022,Бензин,Хар,гүй,Урдаа FWD,Дугаар авсан,4
Hyundai,Genesis,2015,2018,50 сая ₮,95000,3.3 л,Автомат,Зөв,Суудлын тэрэг,Хар,2015,2018,Бензин,Хар,гүй,Хойноо RWD,Дугаар авсан,4
Toyota,Harrier,2014,2024,67 сая ₮,140,2.5 л,Автомат,Буруу,Жийп,Сувдан цагаан,2014,2024,Хайбрид,Хар,ББСБ лизингтэй,Бүх дугуй 4WD,Дугаар аваагүй,5
Toyota,Land Cruiser 200,2018,2019,188 сая ₮,80000,4.5 л,Автомат,Зөв,Жийп,Хар саарал,2018,2019,Дизель,Бусад,ББСБ лизингтэй,Бүх дугуй 4WD,Дугаар авсан,5
Nissan,Note,2013,2019,5 сая ₮,10,1.3 л,Автомат,Буруу,Суудлын тэрэг,Цагаан,2013,2019,Бензин,Хар,гүй,Урдаа FWD,Дугаар авсан,4
Toyota,Prius 41,2014,2023,30 сая ₮,12000000,1.5 л,Автомат,Буруу,Суудлын тэрэг,Хар,2014,2023,Хайбрид,Хар,ББСБ лизингтэй,Бүх дугуй 4WD,Дугаар авсан,5
Lexus,RX,2010,2019,47 сая ₮,182000,3.5 л,Автомат,Буруу,Жийп,Хар,2010,2019,Хайбрид,Хар,гүй,Урдаа FWD,Дугаар авсан,4
Toyota,Prius 41,2013,2023,28 сая ₮,165000,1.8 л,Автомат,Буруу,Суудлын тэрэг,Хар,2013,2023,Бензин,Саарал,ББСБ лизингтэй,Урдаа FWD,Дугаар авсан,5
Infiniti,QX,2019,2021,230 сая ₮,60000,5.6 л,Автомат,Зөв,Жийп,Саарал,2019,2021,Бензин,Саарал,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Geely,Monjaro,2023,2024,72 сая ₮,10000,2.0 л,Автомат,Зөв,Жийп,Саарал,2023,2024,Бензин,Бор,ББСБ лизингтэй,Урдаа FWD,Дугаар авсан,5
Honda,Civic,2001,2012,3 сая ₮,1,1.5 л,Автомат,Буруу,Суудлын тэрэг,Хөх,2001,2012,Бензин,Саарал,гүй,Урдаа FWD,Дугаар авсан,5
Toyota,Sienta,2008,2018,7 сая ₮,1,1.5 л,Автомат,Буруу,Суудлын тэрэг,Хар саарал,2008,2018,Бензин,Саарал,гүй,Урдаа FWD,Дугаар авсан,5
Mercedes-Benz,Sprinter,1995,2018,85 сая ₮,200000,2.8 л,Автомат,Зөв,Гэр бүлийн,Цагаан,1995,2018,Дизель,Саарал,гүй,Урдаа FWD,Дугаар авсан,4
Mitsubishi,Airtrek,2002,2012,5 сая ₮,220000,2.0 л,Автомат,Буруу,Гэр бүлийн,Саарал,2002,2012,Бензин,Саарал,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Toyota,Land Cruiser 105,1998,2005,25 сая ₮,225000,4.4 л,Механик,Зөв,Жийп,Ногоон,1998,2005,Бензин,Бусад,гүй,Бүх дугуй 4WD,Дугаар авсан,4
Toyota,Alphard,2008,2018,30 сая ₮,200000,2.4 л,Автомат,Буруу,Гэр бүлийн,Цагаан,2008,2018,Бензин,Цагаан шар,гүй,Урдаа FWD,Дугаар авсан,5
Mitsubishi,Pajero,2006,2015,25 сая ₮,220000,3.0 л,Автомат,Буруу,Жийп,Боронзон,2006,2015,Бензин,Саарал,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Toyota,Aqua,2013,2019,5 сая ₮,200000,1.5 л,Автомат,Буруу,Суудлын тэрэг,Саарал,2013,2019,Хайбрид,Саарал,гүй,Урдаа FWD,Дугаар авсан,4
Toyota,Prius 20,2009,2014,10 сая ₮,248000,1.5 л,Автомат,Буруу,Суудлын тэрэг,Саарал,2009,2014,Хайбрид,Саарал,гүй,Урдаа FWD,Дугаар авсан,5
Toyota,Crown,2009,2018,22 сая ₮,160000,2.5 л,Автомат,Буруу,Суудлын тэрэг,Саарал,2009,2018,Бензин,Хар,гүй,Хойноо RWD,Дугаар авсан,5
Honda,HR-V,2000,2009,8 сая ₮,14,1.5 л,Автомат,Буруу,Суудлын тэрэг,Саарал,2000,2009,Бензин,Хар,гүй,Урдаа FWD,Дугаар авсан,5
Автомашин,Бусад,2023,2024,80 сая ₮,100,1.5 л,Автомат,Зөв,Жийп,Цагаан,2023,2024,Хайбрид,Хар,гүй,Урдаа FWD,00 гүйлттэй,5
Lexus,RX,2014,2024,87 сая ₮,90000,3.5 л,Автомат,Буруу,Жийп,Хар,2014,2024,Хайбрид,Бусад,Банкны лизингтэй,Бүх дугуй 4WD,Дугаар аваагүй,5
Nissan,Navara,2009,2020,15 сая ₮,3000000,2.5 л,Автомат,Буруу,Жийп,Саарал,2009,2020,Дизель,Саарал,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Nissan,March,2014,2014,5 сая ₮,96000,1.3 л,Автомат,Зөв,Суудлын тэрэг,Ягаан,2014,2014,Бензин,Бор,гүй,Урдаа FWD,Дугаар авсан,4
Lexus,CT,2011,2024,5 сая ₮,110000,1.8 л,Автомат,Буруу,Суудлын тэрэг,Хөх,2011,2024,Хайбрид,Хар,ББСБ лизингтэй,Урдаа FWD,Дугаар аваагүй,5
Toyota,Prius 30,2012,2019,17 сая ₮,295000,1.8 л,Автомат,Буруу,Суудлын тэрэг,Цагаан,2012,2019,Хайбрид,Шаргал,гүй,Урдаа FWD,Дугаар авсан,4
Toyota,Axio,2013,2019,15 сая ₮,12000,1.5 л,Автомат,Буруу,Суудлын тэрэг,Цайвар цэнхэр,2013,2019,Бензин,Хар,гүй,Бүх дугуй 4WD,Дугаар авсан,4
Toyota,Land Cruiser Prado,2014,2024,95 сая ₮,50000,2.7 л,Автомат,Буруу,Жийп,Сувдан цагаан,2014,2024,Бензин,Хар,гүй,Бүх дугуй 4WD,Дугаар аваагүй,4
Subaru,Бусад,2021,2024,65 сая ₮,24300,2.5 л,Автомат,Буруу,Жийп,Сувдан цагаан,2021,2024,Бензин,Хар,ББСБ лизингтэй,Бүх дугуй 4WD,Дугаар аваагүй,5
Toyota,Prius 50,2016,2023,5 сая ₮,150000,1.5 л,Автомат,Буруу,Суудлын тэрэг,Ногоон,2016,2023,Хайбрид,Саарал,гүй,Урдаа FWD,Дугаар авсан,5
Toyota,Crown,2019,2024,59 сая ₮,178000,2.5 л,Автомат,Буруу,Суудлын тэрэг,Саарал,2019,2024,Хайбрид,Хар,гүй,Урдаа FWD,Дугаар аваагүй,4
Lexus,LX,2006,2011,52 сая ₮,156000,4.7 л,Автомат,Зөв,Жийп,Саарал,2006,2011,Бензин,Саарал,гүй,Бүх дугуй 4WD,Дугаар авсан,4
Mercedes-Benz,S-Class,2016,2024,165 сая ₮,45,4.7 л,Автомат,Зөв,Суудлын тэрэг,Хар,2016,2024,Бензин,Хар,ББСБ лизингтэй,Хойноо RWD,Дугаар аваагүй,4
Toyota,Crown,2005,2016,8 сая ₮,199000,2.0 л,Автомат,Буруу,Суудлын тэрэг,Цэнхэр,2005,2016,Бензин,Хар,гүй,Хойноо RWD,Дугаар авсан,4
Toyota,Aqua,2016,2022,15 сая ₮,180000,1.5 л,Автомат,Буруу,Суудлын тэрэг,Цагаан,2016,2022,Бензин,Хар,гүй,Урдаа FWD,Дугаар авсан,5
Toyota,Prius 20,2008,2013,5 сая ₮,200000,1.5 л,Механик,Буруу,Суудлын тэрэг,Цагаан,2008,2013,Цахилгаан,Цагаан шар,гүй,Урдаа FWD,Дугаар авсан,4
Toyota,Gaia,2001,2012,1 сая ₮,123456789,2.0 л,Автомат,Буруу,Гэр бүлийн,Бусад,2001,2012,Бензин,Шаргал,гүй,Урдаа FWD,Дугаар авсан,5
Toyota,Allion,2002,2012,8 сая ₮,170000,1.5 л,Автомат,Буруу,Суудлын тэрэг,Хөх,2002,2012,Бензин,Бусад,гүй,Урдаа FWD,Дугаар авсан,5
Toyota,Harrier,2005,2019,5 сая ₮,200000,3.3 л,Автомат,Буруу,Жийп,Саарал,2005,2019,Хайбрид,Хар,Банкны лизингтэй,Бүх дугуй 4WD,Дугаар авсан,5
Hummer,H-3,2006,2012,28 сая ₮,120,3.5 л,Автомат,Зөв,Жийп,Хөх,2006,2012,Бензин,Хар,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Ford,Transit,2016,2019,150 сая ₮,60000,3.5 л,Механик,Зөв,Гэр бүлийн,Саарал,2016,2019,Дизель,Саарал,гүй,Бүх дугуй 4WD,Дугаар авсан,4
Subaru,Forester,2013,2021,35 сая ₮,180000,2.0 л,Автомат,Буруу,Жийп,Саарал,2013,2021,Бензин,Хар,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Toyota,Sai,2013,2022,5 сая ₮,90000,2.5 л,Автомат,Буруу,Суудлын тэрэг,Саарал,2013,2022,Бензин,Саарал,гүй,Урдаа FWD,Дугаар авсан,5
Nissan,X-Trail,2008,2018,17 сая ₮,190000,2.0 л,Автомат,Буруу,Жийп,Сувдан цагаан,2008,2018,Бензин,Хар,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Hummer,H-2,2008,2012,59 сая ₮,150000,6.0 л,Автомат,Зөв,Жийп,Саарал,2008,2012,Бензин,Хар,ББСБ лизингтэй,Бүх дугуй 4WD,Дугаар авсан,4
Ford,Ranger,2010,2019,14 сая ₮,222222,2.7 л,Механик,Зөв,Жийп,Саарал,2010,2019,Дизель,Хар,гүй,Бүх дугуй 4WD,Дугаар авсан,4
Ford,Escape,2018,2022,48 сая ₮,78000,2.0 л,Автомат,Буруу,Жийп,Боронзон,2018,2022,Дизель,Хар,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Toyota,Prius 30,2013,2022,5 сая ₮,150000,1.8 л,Автомат,Буруу,Суудлын тэрэг,Цагаан,2013,2022,Хайбрид,Хар,гүй,Урдаа FWD,Дугаар авсан,5
BMW,4-сери,2015,2023,72 сая ₮,54,2.0 л,Автомат,Зөв,Суудлын тэрэг,Хар саарал,2015,2023,Бензин,Шаргал,гүй,Хойноо RWD,Дугаар авсан,2
Mercedes-Benz,G-Class,2005,2014,55 сая ₮,170000,3.9 л,Автомат,Зөв,Жийп,Хар,2005,2014,Дизель,Хар,ББСБ лизингтэй,Бүх дугуй 4WD,Дугаар авсан,5
BMW,7-сери,2013,2024,79 сая ₮,300,3.0 л,Автомат,Зөв,Суудлын тэрэг,Хар,2013,2024,Бензин,Хар,ББСБ лизингтэй,Хойноо RWD,Дугаар аваагүй,5
Toyota,Fielder,2012,2022,18 сая ₮,167300,1.5 л,Автомат,Буруу,Суудлын тэрэг,Улбар шар,2012,2022,Бензин,Хар,ББСБ лизингтэй,Урдаа FWD,Дугаар авсан,5
Toyota,Harrier,2006,2014,21 сая ₮,140000,2.5 л,Автомат,Буруу,Жийп,Цагаан,2006,2014,Бензин,Хар,гүй,Урдаа FWD,Дугаар авсан,4
Toyota,Land Cruiser 80,1995,2011,32 сая ₮,50000,4.4 л,Механик,Зөв,Жийп,Саарал,1995,2011,Бензин,Хар,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Toyota,Harrier,2008,2019,26 сая ₮,243600,2.4 л,Автомат,Буруу,Жийп,Цагаан,2008,2019,Бензин,Хар,гүй,Урдаа FWD,Дугаар авсан,4
Toyota,Aqua,2013,2020,11 сая ₮,173123,1.5 л,Автомат,Буруу,Суудлын тэрэг,Цагаан,2013,2020,Хайбрид,Цагаан шар,ББСБ лизингтэй,Урдаа FWD,Дугаар авсан,5
Chevrolet,Malibu,2014,2024,30 сая ₮,118915,2.0 л,Автомат,Зөв,Суудлын тэрэг,Сувдан цагаан,2014,2024,Дизель,Саарал,гүй,Бүх дугуй 4WD,Дугаар авсан,4
Lexus,IS,2009,2018,5 сая ₮,160000,2.4 л,Автомат,Буруу,Суудлын тэрэг,Улаан,2009,2018,Бензин,Шаргал,гүй,Хойноо RWD,Дугаар авсан,4
Nissan,Xterra,2003,2011,13 сая ₮,144000,3.2 л,Механик,Зөв,Жийп,Цагаан,2003,2011,Бензин,Саарал,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Toyota,Prius 30,2012,2024,24 сая ₮,140000,1.8 л,Автомат,Буруу,Суудлын тэрэг,Сувдан цагаан,2012,2024,Хайбрид,Хар,гүй,Урдаа FWD,Дугаар авсан,5
Lexus,RX,2012,2022,55 сая ₮,150000,2.7 л,Автомат,Буруу,Жийп,Цагаан,2012,2022,Бензин,Хар,гүй,Урдаа FWD,Дугаар авсан,5
Toyota,Land cruiser Prado 150,2012,2013,86 сая ₮,118000,2.7 л,Автомат,Зөв,Жийп,Саарал,2012,2013,Бензин,Саарал,ББСБ лизингтэй,Бүх дугуй 4WD,Дугаар авсан,5
Lexus,RX,2009,2021,47 сая ₮,180000,3.3 л,Автомат,Буруу,Жийп,Хар,2009,2021,Бензин,Хар,гүй,Урдаа FWD,Дугаар авсан,5
Toyota,Prius 30,2013,2023,23 сая ₮,1800000,1.5 л,Автомат,Буруу,Суудлын тэрэг,Хар,2013,2023,Хайбрид,Хар,гүй,Урдаа FWD,Дугаар авсан,5
Mazda,Mazda3 Axela,2008,2017,5 сая ₮,175,1.5 л,Автомат,Буруу,Суудлын тэрэг,Сувдан цагаан,2008,2017,Газ,Хар,гүй,Урдаа FWD,Дугаар авсан,4
Toyota,Crown,2008,2017,18 сая ₮,1,3.5 л,Автомат,Буруу,Суудлын тэрэг,Цагаан,2008,2017,Хайбрид,Хар,гүй,Хойноо RWD,Дугаар авсан,4
Toyota,Land Cruiser 200,2011,2014,115 сая ₮,130,0.4 л,Механик,Зөв,Жийп,Цагаан,2011,2014,Бензин,Шаргал,ББСБ лизингтэй,Бүх дугуй 4WD,Дугаар авсан,5
Hyundai,Sonata,2013,2018,9 сая ₮,22000,2.0 л,Автомат,Зөв,Суудлын тэрэг,Цагаан,2013,2018,Газ,Хар,гүй,Урдаа FWD,Дугаар авсан,5
Toyota,Crown,2017,2024,54 сая ₮,92000,3.5 л,Автомат,Буруу,Суудлын тэрэг,Цагаан,2017,2024,Бензин,Хар,гүй,Хойноо RWD,Дугаар аваагүй,4
